code,lang,lto,nodes,ranks,scaling,style,rep,metric
pic,rust,0,2,40,strong,SINUSOIDAL,9,202.358522
pic,rust,1,2,40,strong,SINUSOIDAL,9,193.446592
pic,c,0,2,40,weak,GEOMETRIC,0,122.542243
pic,c,1,2,40,weak,GEOMETRIC,0,127.764702
pic,rust,0,2,40,weak,GEOMETRIC,0,123.656698
pic,rust,1,2,40,weak,GEOMETRIC,0,124.407438
pic,c,0,2,40,weak,GEOMETRIC,1,119.813141
pic,c,1,2,40,weak,GEOMETRIC,1,127.737043
pic,rust,0,2,40,weak,GEOMETRIC,1,123.7778
pic,rust,1,2,40,weak,GEOMETRIC,1,126.367814
pic,c,0,2,40,weak,GEOMETRIC,2,123.592312
pic,c,1,2,40,weak,GEOMETRIC,2,127.894024
pic,rust,0,2,40,weak,GEOMETRIC,2,123.297628
pic,rust,1,2,40,weak,GEOMETRIC,2,126.497319
pic,c,0,2,40,weak,GEOMETRIC,3,123.528515
pic,c,1,2,40,weak,GEOMETRIC,3,126.623208
pic,rust,0,2,40,weak,GEOMETRIC,3,119.025408
pic,rust,1,2,40,weak,GEOMETRIC,3,126.398546
pic,c,0,2,40,weak,GEOMETRIC,4,123.251887
pic,c,1,2,40,weak,GEOMETRIC,4,124.883824
pic,rust,0,2,40,weak,GEOMETRIC,4,121.807341
pic,rust,1,2,40,weak,GEOMETRIC,4,126.623786
pic,c,0,2,40,weak,GEOMETRIC,5,122.208744
pic,c,1,2,40,weak,GEOMETRIC,5,126.105086
pic,rust,0,2,40,weak,GEOMETRIC,5,123.551102
pic,rust,1,2,40,weak,GEOMETRIC,5,122.721404
pic,c,0,2,40,weak,GEOMETRIC,6,123.615473
pic,c,1,2,40,weak,GEOMETRIC,6,125.503178
pic,rust,0,2,40,weak,GEOMETRIC,6,124.132824
pic,rust,1,2,40,weak,GEOMETRIC,6,124.866984
pic,c,0,2,40,weak,GEOMETRIC,7,123.533465
pic,c,1,2,40,weak,GEOMETRIC,7,126.709512
pic,rust,0,2,40,weak,GEOMETRIC,7,107.04903
pic,rust,1,2,40,weak,GEOMETRIC,7,125.319992
pic,c,0,2,40,weak,GEOMETRIC,8,123.514324
pic,c,1,2,40,weak,GEOMETRIC,8,127.734705
pic,rust,0,2,40,weak,GEOMETRIC,8,123.95664
pic,rust,1,2,40,weak,GEOMETRIC,8,123.988286
pic,c,0,2,40,weak,GEOMETRIC,9,123.502588
pic,c,1,2,40,weak,GEOMETRIC,9,127.965597
pic,rust,0,2,40,weak,GEOMETRIC,9,122.66809
pic,rust,1,2,40,weak,GEOMETRIC,9,126.729684
pic,c,0,2,40,weak,LINEAR,0,391.776524
pic,c,1,2,40,weak,LINEAR,0,400.530288
pic,rust,0,2,40,weak,LINEAR,0,256.008978
pic,rust,1,2,40,weak,LINEAR,0,257.565995
pic,c,0,2,40,weak,LINEAR,1,386.395807
pic,c,1,2,40,weak,LINEAR,1,401.499601
pic,rust,0,2,40,weak,LINEAR,1,256.250529
pic,rust,1,2,40,weak,LINEAR,1,257.615947
pic,c,0,2,40,weak,LINEAR,2,390.152356
pic,c,1,2,40,weak,LINEAR,2,401.040204
pic,rust,0,2,40,weak,LINEAR,2,260.310368
pic,rust,1,2,40,weak,LINEAR,2,261.335406
pic,c,0,2,40,weak,LINEAR,3,389.59345
pic,c,1,2,40,weak,LINEAR,3,387.154479
pic,rust,0,2,40,weak,LINEAR,3,258.23426
pic,rust,1,2,40,weak,LINEAR,3,254.620957
pic,c,0,2,40,weak,LINEAR,4,386.939292
pic,c,1,2,40,weak,LINEAR,4,407.056433
pic,rust,0,2,40,weak,LINEAR,4,256.236294
pic,rust,1,2,40,weak,LINEAR,4,259.670896
pic,c,0,2,40,weak,LINEAR,5,385.274247
pic,c,1,2,40,weak,LINEAR,5,399.558765
pic,rust,0,2,40,weak,LINEAR,5,255.315034
pic,rust,1,2,40,weak,LINEAR,5,259.964859
pic,c,0,2,40,weak,LINEAR,6,396.14333
pic,c,1,2,40,weak,LINEAR,6,404.573945
pic,rust,0,2,40,weak,LINEAR,6,236.379949
pic,rust,1,2,40,weak,LINEAR,6,259.227446
pic,c,0,2,40,weak,LINEAR,7,395.732846
pic,c,1,2,40,weak,LINEAR,7,400.900437
pic,rust,0,2,40,weak,LINEAR,7,255.133939
pic,rust,1,2,40,weak,LINEAR,7,256.038174
pic,c,0,2,40,weak,LINEAR,8,370.72389
pic,c,1,2,40,weak,LINEAR,8,418.851431
pic,rust,0,2,40,weak,LINEAR,8,254.938674
pic,rust,1,2,40,weak,LINEAR,8,260.607646
pic,c,0,2,40,weak,LINEAR,9,397.091685
pic,c,1,2,40,weak,LINEAR,9,415.716384
pic,rust,0,2,40,weak,LINEAR,9,256.720636
pic,rust,1,2,40,weak,LINEAR,9,253.617559
pic,c,0,2,40,weak,PATCH,0,20.851938
pic,c,1,2,40,weak,PATCH,0,21.673235
pic,rust,0,2,40,weak,PATCH,0,22.894613
pic,rust,1,2,40,weak,PATCH,0,23.141468
pic,c,0,2,40,weak,PATCH,1,20.86275
pic,c,1,2,40,weak,PATCH,1,21.640044
pic,rust,0,2,40,weak,PATCH,1,22.926346
pic,rust,1,2,40,weak,PATCH,1,22.921962
pic,c,0,2,40,weak,PATCH,2,20.857148
pic,c,1,2,40,weak,PATCH,2,21.715844
pic,rust,0,2,40,weak,PATCH,2,22.889504
pic,rust,1,2,40,weak,PATCH,2,23.120609
pic,c,0,2,40,weak,PATCH,3,20.826789
pic,c,1,2,40,weak,PATCH,3,21.714563
pic,rust,0,2,40,weak,PATCH,3,22.913192
pic,rust,1,2,40,weak,PATCH,3,23.09859
pic,c,0,2,40,weak,PATCH,4,20.829389
pic,c,1,2,40,weak,PATCH,4,21.718207
pic,rust,0,2,40,weak,PATCH,4,22.924398
pic,rust,1,2,40,weak,PATCH,4,22.964351
pic,c,0,2,40,weak,PATCH,5,20.852192
pic,c,1,2,40,weak,PATCH,5,21.709148
pic,rust,0,2,40,weak,PATCH,5,22.890018
pic,rust,1,2,40,weak,PATCH,5,23.128656
pic,c,0,2,40,weak,PATCH,6,20.853138
pic,c,1,2,40,weak,PATCH,6,21.736001
pic,rust,0,2,40,weak,PATCH,6,22.843002
pic,rust,1,2,40,weak,PATCH,6,23.142535
pic,c,0,2,40,weak,PATCH,7,20.845638
pic,c,1,2,40,weak,PATCH,7,21.694356
pic,rust,0,2,40,weak,PATCH,7,22.874711
pic,rust,1,2,40,weak,PATCH,7,23.083195
pic,c,0,2,40,weak,PATCH,8,20.820607
pic,c,1,2,40,weak,PATCH,8,21.744879
pic,rust,0,2,40,weak,PATCH,8,22.921831
pic,rust,1,2,40,weak,PATCH,8,23.12634
pic,c,0,2,40,weak,PATCH,9,20.864453
pic,c,1,2,40,weak,PATCH,9,21.696278
pic,rust,0,2,40,weak,PATCH,9,22.938919
pic,rust,1,2,40,weak,PATCH,9,23.124413
pic,c,0,2,40,weak,SINUSOIDAL,0,239.17532
pic,c,1,2,40,weak,SINUSOIDAL,0,249.97976
pic,rust,0,2,40,weak,SINUSOIDAL,0,198.06003
pic,rust,1,2,40,weak,SINUSOIDAL,0,201.898259
pic,c,0,2,40,weak,SINUSOIDAL,1,246.335021
pic,c,1,2,40,weak,SINUSOIDAL,1,247.294096
pic,rust,0,2,40,weak,SINUSOIDAL,1,195.900667
pic,rust,1,2,40,weak,SINUSOIDAL,1,199.466638
pic,c,0,2,40,weak,SINUSOIDAL,2,239.177053
pic,c,1,2,40,weak,SINUSOIDAL,2,252.881409
pic,rust,0,2,40,weak,SINUSOIDAL,2,200.80533
pic,rust,1,2,40,weak,SINUSOIDAL,2,200.109146
pic,c,0,2,40,weak,SINUSOIDAL,3,240.482881
pic,c,1,2,40,weak,SINUSOIDAL,3,249.011269
pic,rust,0,2,40,weak,SINUSOIDAL,3,192.869054
pic,rust,1,2,40,weak,SINUSOIDAL,3,200.791571
pic,c,0,2,40,weak,SINUSOIDAL,4,241.243492
pic,c,1,2,40,weak,SINUSOIDAL,4,248.536921
pic,rust,0,2,40,weak,SINUSOIDAL,4,198.886169
pic,rust,1,2,40,weak,SINUSOIDAL,4,201.164525
pic,c,0,2,40,weak,SINUSOIDAL,5,246.654807
pic,c,1,2,40,weak,SINUSOIDAL,5,248.48583
pic,rust,0,2,40,weak,SINUSOIDAL,5,198.006253
pic,rust,1,2,40,weak,SINUSOIDAL,5,201.308235
pic,c,0,2,40,weak,SINUSOIDAL,6,236.3379
pic,c,1,2,40,weak,SINUSOIDAL,6,255.306719
pic,rust,0,2,40,weak,SINUSOIDAL,6,196.26398
pic,rust,1,2,40,weak,SINUSOIDAL,6,201.335379
pic,c,0,2,40,weak,SINUSOIDAL,7,240.220771
pic,c,1,2,40,weak,SINUSOIDAL,7,250.418054
pic,rust,0,2,40,weak,SINUSOIDAL,7,197.080454
pic,rust,1,2,40,weak,SINUSOIDAL,7,201.832892
pic,c,0,2,40,weak,SINUSOIDAL,8,239.662149
pic,c,1,2,40,weak,SINUSOIDAL,8,213.054162
pic,rust,0,2,40,weak,SINUSOIDAL,8,197.931855
pic,rust,1,2,40,weak,SINUSOIDAL,8,200.263565
pic,c,0,2,40,weak,SINUSOIDAL,9,247.162699
pic,c,1,2,40,weak,SINUSOIDAL,9,252.52095
pic,rust,0,2,40,weak,SINUSOIDAL,9,174.974155
pic,rust,1,2,40,weak,SINUSOIDAL,9,196.030306
pic,c,0,4,80,strong,GEOMETRIC,0,168.833301
pic,c,1,4,80,strong,GEOMETRIC,0,177.604267
pic,rust,0,4,80,strong,GEOMETRIC,0,169.207554
pic,rust,1,4,80,strong,GEOMETRIC,0,165.898339
pic,c,0,4,80,strong,GEOMETRIC,1,174.200934
pic,c,1,4,80,strong,GEOMETRIC,1,174.970424
pic,rust,0,4,80,strong,GEOMETRIC,1,164.386818
pic,rust,1,4,80,strong,GEOMETRIC,1,175.620577
pic,c,0,4,80,strong,GEOMETRIC,2,179.841324
pic,c,1,4,80,strong,GEOMETRIC,2,185.175828
pic,rust,0,4,80,strong,GEOMETRIC,2,168.899902
pic,rust,1,4,80,strong,GEOMETRIC,2,175.371665
pic,c,0,4,80,strong,GEOMETRIC,3,169.318335
pic,c,1,4,80,strong,GEOMETRIC,3,175.883373
pic,rust,0,4,80,strong,GEOMETRIC,3,144.076109
pic,rust,1,4,80,strong,GEOMETRIC,3,152.642923
pic,c,0,4,80,strong,GEOMETRIC,4,167.847807
pic,c,1,4,80,strong,GEOMETRIC,4,163.204837
pic,rust,0,4,80,strong,GEOMETRIC,4,166.565721
pic,rust,1,4,80,strong,GEOMETRIC,4,175.931425
pic,c,0,4,80,strong,GEOMETRIC,5,168.207594
pic,c,1,4,80,strong,GEOMETRIC,5,177.136703
pic,rust,0,4,80,strong,GEOMETRIC,5,177.285941
pic,rust,1,4,80,strong,GEOMETRIC,5,178.259279
pic,c,0,4,80,strong,GEOMETRIC,6,169.748903
pic,c,1,4,80,strong,GEOMETRIC,6,188.16831
pic,rust,0,4,80,strong,GEOMETRIC,6,172.219128
pic,rust,1,4,80,strong,GEOMETRIC,6,171.460293
pic,c,0,4,80,strong,GEOMETRIC,7,168.827594
pic,c,1,4,80,strong,GEOMETRIC,7,176.960372
pic,rust,0,4,80,strong,GEOMETRIC,7,177.291531
pic,rust,1,4,80,strong,GEOMETRIC,7,173.122768
pic,c,0,4,80,strong,GEOMETRIC,8,171.818103
pic,c,1,4,80,strong,GEOMETRIC,8,180.811352
pic,rust,0,4,80,strong,GEOMETRIC,8,173.097534
pic,rust,1,4,80,strong,GEOMETRIC,8,165.387411
pic,c,0,4,80,strong,GEOMETRIC,9,168.661106
pic,c,1,4,80,strong,GEOMETRIC,9,163.585225
pic,rust,0,4,80,strong,GEOMETRIC,9,160.450413
pic,rust,1,4,80,strong,GEOMETRIC,9,186.428833
pic,c,0,4,80,strong,LINEAR,0,589.401245
pic,c,1,4,80,strong,LINEAR,0,686.821066
pic,rust,0,4,80,strong,LINEAR,0,432.339302
pic,rust,1,4,80,strong,LINEAR,0,591.749509
pic,c,0,4,80,strong,LINEAR,1,660.50939
pic,c,1,4,80,strong,LINEAR,1,639.497844
pic,rust,0,4,80,strong,LINEAR,1,433.158969
pic,rust,1,4,80,strong,LINEAR,1,486.503971
pic,c,0,4,80,strong,LINEAR,2,586.065892
pic,c,1,4,80,strong,LINEAR,2,655.182266
pic,rust,0,4,80,strong,LINEAR,2,458.809531
pic,rust,1,4,80,strong,LINEAR,2,420.966275
pic,c,0,4,80,strong,LINEAR,3,564.15414
pic,c,1,4,80,strong,LINEAR,3,604.38571
pic,rust,0,4,80,strong,LINEAR,3,541.762275
pic,rust,1,4,80,strong,LINEAR,3,368.333206
pic,c,0,4,80,strong,LINEAR,4,573.544036
pic,c,1,4,80,strong,LINEAR,4,643.611066
pic,rust,0,4,80,strong,LINEAR,4,521.7562
pic,rust,1,4,80,strong,LINEAR,4,404.556676
pic,c,0,4,80,strong,LINEAR,5,551.746857
pic,c,1,4,80,strong,LINEAR,5,624.471043
pic,rust,0,4,80,strong,LINEAR,5,520.337225
pic,rust,1,4,80,strong,LINEAR,5,550.357215
pic,c,0,4,80,strong,LINEAR,6,557.55839
pic,c,1,4,80,strong,LINEAR,6,617.001881
pic,rust,0,4,80,strong,LINEAR,6,395.344117
pic,rust,1,4,80,strong,LINEAR,6,477.776187
pic,c,0,4,80,strong,LINEAR,7,596.019839
pic,c,1,4,80,strong,LINEAR,7,653.728954
pic,rust,0,4,80,strong,LINEAR,7,587.503218
pic,rust,1,4,80,strong,LINEAR,7,396.860568
pic,c,0,4,80,strong,LINEAR,8,577.187838
pic,c,1,4,80,strong,LINEAR,8,636.358114
pic,rust,0,4,80,strong,LINEAR,8,409.360958
pic,rust,1,4,80,strong,LINEAR,8,482.795759
pic,c,0,4,80,strong,LINEAR,9,594.195259
pic,c,1,4,80,strong,LINEAR,9,663.75396
pic,rust,0,4,80,strong,LINEAR,9,479.365651
pic,rust,1,4,80,strong,LINEAR,9,380.573926
pic,c,0,4,80,strong,PATCH,0,19.89967
pic,c,1,4,80,strong,PATCH,0,20.726545
pic,rust,0,4,80,strong,PATCH,0,21.529015
pic,rust,1,4,80,strong,PATCH,0,21.819412
pic,c,0,4,80,strong,PATCH,1,19.946558
pic,c,1,4,80,strong,PATCH,1,20.738249
pic,rust,0,4,80,strong,PATCH,1,21.596266
pic,rust,1,4,80,strong,PATCH,1,21.660319
pic,c,0,4,80,strong,PATCH,2,19.908529
pic,c,1,4,80,strong,PATCH,2,20.741393
pic,rust,0,4,80,strong,PATCH,2,21.429321
pic,rust,1,4,80,strong,PATCH,2,21.248667
pic,c,0,4,80,strong,PATCH,3,19.935274
pic,c,1,4,80,strong,PATCH,3,20.742486
pic,rust,0,4,80,strong,PATCH,3,21.434231
pic,rust,1,4,80,strong,PATCH,3,21.844426
pic,c,0,4,80,strong,PATCH,4,19.939274
pic,c,1,4,80,strong,PATCH,4,20.723699
pic,rust,0,4,80,strong,PATCH,4,21.133908
pic,rust,1,4,80,strong,PATCH,4,21.726201
pic,c,0,4,80,strong,PATCH,5,19.952535
pic,c,1,4,80,strong,PATCH,5,20.694814
pic,rust,0,4,80,strong,PATCH,5,21.599411
pic,rust,1,4,80,strong,PATCH,5,21.827551
pic,c,0,4,80,strong,PATCH,6,19.915097
pic,c,1,4,80,strong,PATCH,6,20.759991
pic,rust,0,4,80,strong,PATCH,6,21.483083
pic,rust,1,4,80,strong,PATCH,6,21.807025
pic,c,0,4,80,strong,PATCH,7,19.891169
pic,c,1,4,80,strong,PATCH,7,20.727893
pic,rust,0,4,80,strong,PATCH,7,21.233258
pic,rust,1,4,80,strong,PATCH,7,21.672562
pic,c,0,4,80,strong,PATCH,8,19.928557
pic,c,1,4,80,strong,PATCH,8,20.715622
pic,rust,0,4,80,strong,PATCH,8,21.339206
pic,rust,1,4,80,strong,PATCH,8,21.719168
pic,c,0,4,80,strong,PATCH,9,19.858575
pic,c,1,4,80,strong,PATCH,9,20.783545
pic,rust,0,4,80,strong,PATCH,9,21.007993
pic,rust,1,4,80,strong,PATCH,9,21.654613
pic,c,0,4,80,strong,SINUSOIDAL,0,421.373619
pic,c,1,4,80,strong,SINUSOIDAL,0,394.937409
pic,rust,0,4,80,strong,SINUSOIDAL,0,332.244413
pic,rust,1,4,80,strong,SINUSOIDAL,0,362.857989
pic,c,0,4,80,strong,SINUSOIDAL,1,382.684856
pic,c,1,4,80,strong,SINUSOIDAL,1,416.873384
pic,rust,0,4,80,strong,SINUSOIDAL,1,294.52031
pic,rust,1,4,80,strong,SINUSOIDAL,1,293.50021
pic,c,0,4,80,strong,SINUSOIDAL,2,342.225516
pic,c,1,4,80,strong,SINUSOIDAL,2,370.292016
pic,rust,0,4,80,strong,SINUSOIDAL,2,346.148152
pic,rust,1,4,80,strong,SINUSOIDAL,2,306.364062
pic,c,0,4,80,strong,SINUSOIDAL,3,436.427187
pic,c,1,4,80,strong,SINUSOIDAL,3,379.333636
pic,rust,0,4,80,strong,SINUSOIDAL,3,338.214588
pic,rust,1,4,80,strong,SINUSOIDAL,3,350.881568
pic,c,0,4,80,strong,SINUSOIDAL,4,391.093366
pic,c,1,4,80,strong,SINUSOIDAL,4,407.155185
pic,rust,0,4,80,strong,SINUSOIDAL,4,305.632769
pic,rust,1,4,80,strong,SINUSOIDAL,4,338.174292
pic,c,0,4,80,strong,SINUSOIDAL,5,387.31991
pic,c,1,4,80,strong,SINUSOIDAL,5,398.185071
pic,rust,0,4,80,strong,SINUSOIDAL,5,298.045162
pic,rust,1,4,80,strong,SINUSOIDAL,5,336.821731
pic,c,0,4,80,strong,SINUSOIDAL,6,337.622932
pic,c,1,4,80,strong,SINUSOIDAL,6,388.6221
pic,rust,0,4,80,strong,SINUSOIDAL,6,340.849737
pic,rust,1,4,80,strong,SINUSOIDAL,6,361.576232
pic,c,0,4,80,strong,SINUSOIDAL,7,411.675619
pic,c,1,4,80,strong,SINUSOIDAL,7,443.270419
pic,rust,0,4,80,strong,SINUSOIDAL,7,396.203114
pic,rust,1,4,80,strong,SINUSOIDAL,7,317.164456
pic,c,0,4,80,strong,SINUSOIDAL,8,352.461068
pic,c,1,4,80,strong,SINUSOIDAL,8,390.73401
pic,rust,0,4,80,strong,SINUSOIDAL,8,297.582182
pic,rust,1,4,80,strong,SINUSOIDAL,8,349.740917
pic,c,0,4,80,strong,SINUSOIDAL,9,383.280291
pic,c,1,4,80,strong,SINUSOIDAL,9,374.30987
pic,rust,0,4,80,strong,SINUSOIDAL,9,327.127383
pic,rust,1,4,80,strong,SINUSOIDAL,9,355.489145
pic,c,0,4,80,weak,GEOMETRIC,0,182.621615
pic,c,1,4,80,weak,GEOMETRIC,0,188.699181
pic,rust,0,4,80,weak,GEOMETRIC,0,185.787243
pic,rust,1,4,80,weak,GEOMETRIC,0,190.138144
pic,c,0,4,80,weak,GEOMETRIC,1,181.339542
pic,c,1,4,80,weak,GEOMETRIC,1,187.324074
pic,rust,0,4,80,weak,GEOMETRIC,1,188.725426
pic,rust,1,4,80,weak,GEOMETRIC,1,192.423885
pic,c,0,4,80,weak,GEOMETRIC,2,180.449539
pic,c,1,4,80,weak,GEOMETRIC,2,188.995208
pic,rust,0,4,80,weak,GEOMETRIC,2,189.245594
pic,rust,1,4,80,weak,GEOMETRIC,2,189.89399
pic,c,0,4,80,weak,GEOMETRIC,3,180.26256
pic,c,1,4,80,weak,GEOMETRIC,3,188.629581
pic,rust,0,4,80,weak,GEOMETRIC,3,184.403039
pic,rust,1,4,80,weak,GEOMETRIC,3,190.040311
pic,c,0,4,80,weak,GEOMETRIC,4,182.40596
pic,c,1,4,80,weak,GEOMETRIC,4,184.947015
pic,rust,0,4,80,weak,GEOMETRIC,4,189.364775
pic,rust,1,4,80,weak,GEOMETRIC,4,190.866205
pic,c,0,4,80,weak,GEOMETRIC,5,179.110438
pic,c,1,4,80,weak,GEOMETRIC,5,187.201625
pic,rust,0,4,80,weak,GEOMETRIC,5,189.669389
pic,rust,1,4,80,weak,GEOMETRIC,5,190.59224
pic,c,0,4,80,weak,GEOMETRIC,6,180.762081
pic,c,1,4,80,weak,GEOMETRIC,6,188.256349
pic,rust,0,4,80,weak,GEOMETRIC,6,188.870273
pic,rust,1,4,80,weak,GEOMETRIC,6,193.299314
pic,c,0,4,80,weak,GEOMETRIC,7,176.45671
pic,c,1,4,80,weak,GEOMETRIC,7,186.502361
pic,rust,0,4,80,weak,GEOMETRIC,7,188.81418
pic,rust,1,4,80,weak,GEOMETRIC,7,192.746153
pic,c,0,4,80,weak,GEOMETRIC,8,182.329572
pic,c,1,4,80,weak,GEOMETRIC,8,188.232798
pic,rust,0,4,80,weak,GEOMETRIC,8,184.349627
pic,rust,1,4,80,weak,GEOMETRIC,8,191.576061
pic,c,0,4,80,weak,GEOMETRIC,9,182.278383
pic,c,1,4,80,weak,GEOMETRIC,9,188.754808
pic,rust,0,4,80,weak,GEOMETRIC,9,188.880074
pic,rust,1,4,80,weak,GEOMETRIC,9,188.54069
pic,c,0,4,80,weak,LINEAR,0,761.874713
pic,c,1,4,80,weak,LINEAR,0,782.708291
pic,rust,0,4,80,weak,LINEAR,0,476.138015
pic,rust,1,4,80,weak,LINEAR,0,515.93242
pic,c,0,4,80,weak,LINEAR,1,747.922699
pic,c,1,4,80,weak,LINEAR,1,767.157303
pic,rust,0,4,80,weak,LINEAR,1,499.154266
pic,rust,1,4,80,weak,LINEAR,1,500.774738
pic,c,0,4,80,weak,LINEAR,2,752.977779
pic,c,1,4,80,weak,LINEAR,2,780.179186
pic,rust,0,4,80,weak,LINEAR,2,519.094267
pic,rust,1,4,80,weak,LINEAR,2,498.483402
pic,c,0,4,80,weak,LINEAR,3,738.278984
pic,c,1,4,80,weak,LINEAR,3,774.805144
pic,rust,0,4,80,weak,LINEAR,3,481.334836
pic,rust,1,4,80,weak,LINEAR,3,502.522821
pic,c,0,4,80,weak,LINEAR,4,728.476126
pic,c,1,4,80,weak,LINEAR,4,745.820441
pic,rust,0,4,80,weak,LINEAR,4,492.975385
pic,rust,1,4,80,weak,LINEAR,4,513.548002
pic,c,0,4,80,weak,LINEAR,5,673.59963
pic,c,1,4,80,weak,LINEAR,5,771.10642
pic,rust,0,4,80,weak,LINEAR,5,497.594749
pic,rust,1,4,80,weak,LINEAR,5,481.732404
pic,c,0,4,80,weak,LINEAR,6,740.035368
pic,c,1,4,80,weak,LINEAR,6,785.06577
pic,rust,0,4,80,weak,LINEAR,6,510.757223
pic,rust,1,4,80,weak,LINEAR,6,500.814306
pic,c,0,4,80,weak,LINEAR,7,736.519074
pic,c,1,4,80,weak,LINEAR,7,756.455425
pic,rust,0,4,80,weak,LINEAR,7,492.985861
pic,rust,1,4,80,weak,LINEAR,7,511.256791
pic,c,0,4,80,weak,LINEAR,8,748.318457
pic,c,1,4,80,weak,LINEAR,8,784.826675
pic,rust,0,4,80,weak,LINEAR,8,497.666291
pic,rust,1,4,80,weak,LINEAR,8,511.315841
pic,c,0,4,80,weak,LINEAR,9,732.741761
pic,c,1,4,80,weak,LINEAR,9,815.583636
pic,rust,0,4,80,weak,LINEAR,9,487.229589
pic,rust,1,4,80,weak,LINEAR,9,490.483856
pic,c,0,4,80,weak,PATCH,0,19.934683
pic,c,1,4,80,weak,PATCH,0,20.821768
pic,rust,0,4,80,weak,PATCH,0,21.737794
pic,rust,1,4,80,weak,PATCH,0,21.886233
pic,c,0,4,80,weak,PATCH,1,19.967024
pic,c,1,4,80,weak,PATCH,1,20.79201
pic,rust,0,4,80,weak,PATCH,1,21.636702
pic,rust,1,4,80,weak,PATCH,1,21.71264
pic,c,0,4,80,weak,PATCH,2,19.930991
pic,c,1,4,80,weak,PATCH,2,20.78863
pic,rust,0,4,80,weak,PATCH,2,21.746613
pic,rust,1,4,80,weak,PATCH,2,21.8126
pic,c,0,4,80,weak,PATCH,3,19.989898
pic,c,1,4,80,weak,PATCH,3,20.810066
pic,rust,0,4,80,weak,PATCH,3,21.478981
pic,rust,1,4,80,weak,PATCH,3,21.873926
pic,c,0,4,80,weak,PATCH,4,19.976837
pic,c,1,4,80,weak,PATCH,4,20.827665
pic,rust,0,4,80,weak,PATCH,4,21.585883
pic,rust,1,4,80,weak,PATCH,4,21.82031
pic,c,0,4,80,weak,PATCH,5,19.979094
pic,c,1,4,80,weak,PATCH,5,20.755575
pic,rust,0,4,80,weak,PATCH,5,21.761463
pic,rust,1,4,80,weak,PATCH,5,21.831352
pic,c,0,4,80,weak,PATCH,6,19.959637
pic,c,1,4,80,weak,PATCH,6,20.800685
pic,rust,0,4,80,weak,PATCH,6,21.586649
pic,rust,1,4,80,weak,PATCH,6,21.968826
pic,c,0,4,80,weak,PATCH,7,19.967257
pic,c,1,4,80,weak,PATCH,7,20.795147
pic,rust,0,4,80,weak,PATCH,7,21.554004
pic,rust,1,4,80,weak,PATCH,7,21.967847
pic,c,0,4,80,weak,PATCH,8,19.985567
pic,c,1,4,80,weak,PATCH,8,20.743013
pic,rust,0,4,80,weak,PATCH,8,21.647758
pic,rust,1,4,80,weak,PATCH,8,21.972072
pic,c,0,4,80,weak,PATCH,9,19.992772
pic,c,1,4,80,weak,PATCH,9,20.794343
pic,rust,0,4,80,weak,PATCH,9,21.534838
pic,rust,1,4,80,weak,PATCH,9,22.03016
pic,c,0,4,80,weak,SINUSOIDAL,0,450.844186
pic,c,1,4,80,weak,SINUSOIDAL,0,481.22124
pic,rust,0,4,80,weak,SINUSOIDAL,0,372.96524
pic,rust,1,4,80,weak,SINUSOIDAL,0,379.360306
pic,c,0,4,80,weak,SINUSOIDAL,1,450.124104
pic,c,1,4,80,weak,SINUSOIDAL,1,480.331612
pic,rust,0,4,80,weak,SINUSOIDAL,1,381.736228
pic,rust,1,4,80,weak,SINUSOIDAL,1,381.028047
pic,c,0,4,80,weak,SINUSOIDAL,2,450.369918
pic,c,1,4,80,weak,SINUSOIDAL,2,469.154665
pic,rust,0,4,80,weak,SINUSOIDAL,2,379.344791
pic,rust,1,4,80,weak,SINUSOIDAL,2,381.501867
pic,c,0,4,80,weak,SINUSOIDAL,3,449.839731
pic,c,1,4,80,weak,SINUSOIDAL,3,471.502263
pic,rust,0,4,80,weak,SINUSOIDAL,3,380.086241
pic,rust,1,4,80,weak,SINUSOIDAL,3,378.4466
pic,c,0,4,80,weak,SINUSOIDAL,4,465.328192
pic,c,1,4,80,weak,SINUSOIDAL,4,473.973324
pic,rust,0,4,80,weak,SINUSOIDAL,4,377.976803
pic,rust,1,4,80,weak,SINUSOIDAL,4,385.936214
pic,c,0,4,80,weak,SINUSOIDAL,5,465.194713
pic,c,1,4,80,weak,SINUSOIDAL,5,477.836194
pic,rust,0,4,80,weak,SINUSOIDAL,5,377.172667
pic,rust,1,4,80,weak,SINUSOIDAL,5,383.92639
pic,c,0,4,80,weak,SINUSOIDAL,6,460.092002
pic,c,1,4,80,weak,SINUSOIDAL,6,469.996904
pic,rust,0,4,80,weak,SINUSOIDAL,6,375.916376
pic,rust,1,4,80,weak,SINUSOIDAL,6,374.15702
pic,c,0,4,80,weak,SINUSOIDAL,7,462.836498
pic,c,1,4,80,weak,SINUSOIDAL,7,470.475023
pic,rust,0,4,80,weak,SINUSOIDAL,7,372.683689
pic,rust,1,4,80,weak,SINUSOIDAL,7,379.046076
pic,c,0,4,80,weak,SINUSOIDAL,8,464.703495
pic,c,1,4,80,weak,SINUSOIDAL,8,471.948951
pic,rust,0,4,80,weak,SINUSOIDAL,8,382.997857
pic,rust,1,4,80,weak,SINUSOIDAL,8,380.964131
pic,c,0,4,80,weak,SINUSOIDAL,9,464.455166
pic,c,1,4,80,weak,SINUSOIDAL,9,481.417036
pic,rust,0,4,80,weak,SINUSOIDAL,9,374.618934
